start,end,today,deviceid,imei,control_estudio,encuesta_id,participacion_control,participacion_estudio,Assigned_Group,Current_Group,tipo_encuesta,tariff_code,num_personas,medidor,sexo,nivel_educacion,store_type,mas_gasta_tiempo,porque_mas_gasta_tiempo,hora_pico_energia,dia_pico_energia_choices,ano_pico_energia_choices,epoca_consumo,bombillas,bombillas_horas,celular,celular_horas,internet,internet_horas,radio,radio_horas,television,television_horas,computadora,computadora_horas,refrigerador,refrigerador_horas,abanico,abanico_horas,aire_acondicionado,aire_acondicionado_horas,microondas,microondas_horas,licuadora,licuadora_horas,equipo,equipo_horas,lavadora,lavadora_horas,secadora,secadora_horas,plancha,plancha_horas,plancha_pelo,plancha_pelo_horas,consumo_abanico,consumo_luces,consumo_television,consumo_celular,consumo_radio,consumo_refrigerador,efficiency_bulb,time_fridge,buy_fridge,efficiency_tv,interest_efficiency,estrategias_pasadas_efficiency,estrategias_pasadas_efficiency_resp1,estrategias_pasadas_efficiency_resp2,estrategias_pasadas_efficiency_resp3,fotos_est_eficiencia_energeticaI,fotos_est_eficiencia_energeticaII,barreras_efficiency,barreras_efficiency_resp1,barreras_efficiency_resp2,barreras_efficiency_resp3,razon_eficiencia_energeticaI,razon_eficiencia_energeticaII,razon_eficiencia_energeticaIII,razon_eficiencia_energeticaI_resp1,razon_eficiencia_energeticaII_resp2,razon_eficiencia_energeticaIII_resp3,financiamiento_eficiencia,financiamiento_eficiencia_tamano,financiamiento_eficiencia_meses,financiamiento_solar,financiamiento_solar_tamano,financiamiento_solar_meses,acceso_a_datos,cuenta_de_ahorros,gasto_electrico,gasto_electrico_cordobas,gasto_tarifa_electrica,gasto_agua,gasto_agua_cordobas,gas_casa,gasto_gas,ingresos_mensuales,gastos_mensuales,porcentaje_electricidad,dificultad_pago,dificil_porque_pago,muy_dificil_porque_pago,especifique_porque_dificil,especifique_porque_mdificil,ahorros_si_no,ahorros_cantidad,gasto_servicios,gasto_cosas_basicas,gastos_otros_no_diversion,gastos_diversion,ahorros_gastos,ahorraria_si,gastaria_si,control_de_consumo,como_contro_de_consumo,como_contro_de_consumo_resp1,como_contro_de_consumo_resp2,cuanto_tiempo_dia_control,cuantos_dias_control,informacion_util,para_que_util_nada,para_que_util_nada_resp,para_que_util_masmenos,para_que_util_masmenos_resp,para_que_util_uil,para_que_util_uil_resp,para_que_util_muyutil,para_que_util_muyutil_resp,uso_informacion_disnorte,uso_informacion_disnorte_resp1,uso_informacion_disnorte_resp2,comparte_papel_info,comparte_papel_info_si,comparte_papel_info_si_resp,type_pago,tiempo_pago,type_pago_quality,porque_facil_pago,porque_relafacil_pago,porque_complicado_pago,porque_muycomplicado_pago,tipo_telefono,telefono_suyo,tel_whatsapp,telefonos,internet_uso,foto_gasto_electrico,foto_recibo,especifique_gasto_electrico,coordenadasIII,X_coordenadasIII_latitude,X_coordenadasIII_longitude,X_coordenadasIII_altitude,X_coordenadasIII_precision,meta.instanceID,X_id,X_uuid,X_submission_time,X_tags,X_notes,X_version,X_duration,X_submitted_by,focos_eficiencia_ahorro,focos_eficiencia_cuanto,ventana_eficiencia_ahorro,ventana_eficiencia_cuanto,botella_eficiencia_ahorro,botella_eficiencia_cuanto,cortina_eficiencia_ahorro,cortina_eficiencia_cuanto,refri_eficiencia_ahorro,refri_eficiencia_cuanto,abanico_eficiencia_ahorro,abanico_eficiencia_cuanto,tv_eficiencia_ahorro,tv_eficiencia_cuanto,survey_time
2017-06-12T14:35:05.000-06:00,2017-06-12T15:05:21.000-06:00,6/12/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,206,si,,No,Control,casa,t0,6,si,mujer,ciclo_diversificado,,noche,por la luz,9,,abril,verano,4,3,2,2,,,NA,,1,1 diario,NA,,1,3,1,3,NA,,NA,,1,hora al mes,,,NA,,NA,,1,una vez al aÕÔë±o,,,20,15,10,5,NA,40,halogenas,5,a un seÕÔë±or que tiene cosas de segunda,plasma,me_interesa,no he implementado,nothing,,,,,"no conozco estrategias, no gasto mucha luz",no_knowledge,,,gasto_hogar,reducir_ambiente,independencia_energetica,home_expense,reduce_environment,energy_independence,NA,NA,NA,NA,NA,NA,NA,NA,200,800,5,2000,300,cocinar y no negocio ds fritanga,280,5000,4000,30,dificil,me_gustaria_otros,,,NA,no,NA,2000,2000,NA,200,ahorraria,para mi vejez,NA,no,,,,NA,NA,no_me_sirve,porque ellos mandan,its_unreliable,,,,,,,no la utilizo,nothing,NA,no,,,persona_individuo,5,facil,ellos vienen a la casa,,,,smart_phone,55017942,telefono,,,no,,1000,12.146516 -86.243005 91 18,12.146516,-86.243005,91,18,uuid:4f1889f7-2a94-4348-ba12-f3afa28f89c8,16684149,4f1889f7-2a94-4348-ba12-f3afa28f89c8,6/13/17 21:00,NA,NA,2.02E+11,1816,NA,mas o menos,60,poco,400,poco,100,mucho,500,mucho,6000,mucho,900,mas o menos,3500,baseline
2017-06-13T10:12:34.000-06:00,2017-06-13T10:54:32.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,690,si,,No,Control,micro_empresa,t0,10,si,mujer,ciclo_diversificado,pulperia,medio_dia,en almuerzo estÕÔÕÅ todo encendido,12,,,verano,10,7,4,8,,,1,6,4,5,NA,,2,15,3,9,NA,,NA,,1,media hora a la semana,2,1 hora al dÕÔ_a,NA,,1,quince minutos por dÕÔ_a,NA,,1,media hora cada dos dÕÔ_as,10,10,5,5,5,30,halogenas,36,casa comercial,lcd,me_interesa,"desconectar todo cuando no se estÕÔÕÅ ocupando porque vivÕÔ_amos menos, vigilar mÕÔÕÅs detenidamente el consumo",turn_off,,,,,"vivimos varios en la casa y tenemos distintos horarios, es necesario tener los abanicos encendidos por el calor, igual es cara la energÕÔ_a aunque ahorres",amount_of_people,heat,price_energy,reducir_ambiente,gasto_hogar,independencia_energetica,reduce_environment,home_expense,energy_independence,NA,NA,NA,NA,NA,NA,NA,NA,250,1500,4,NA,300,cocinar,300,15000,15000,10,dificil,caro,,,NA,no,NA,1500,8000,2000,1000,ahorraria,tener para emergencia y para mi vejez,NA,no,,,,NA,NA,muy_util,,,,,,,para medirme al mes y saber mi lÕÔ_mite,control_consumption,para saber cuanto es mi consumo,see_consumption,NA,no,,,telefono_luz,10,complicado,,,es tedioso,,chiclero,87556087,whatsapp,89793927,,si,http://classic.ona.io/api/v1/files/4581649?filename=niuera/attachments/1497371926009762234732-10_39_4.jpg,,12.145387 -86.245192 88 9,12.145387,-86.245192,88,9,uuid:46546523-d6ab-4ae1-8e7d-7f387097c761,16684150,46546523-d6ab-4ae1-8e7d-7f387097c761,6/13/17 21:00,NA,NA,2.02E+11,2518,NA,mas o menos,60,mucho,650,mas o menos,190,mas o menos,700,mas o menos,12000,mucho,1000,mucho,1500,baseline
2017-06-13T10:58:02.000-06:00,2017-06-13T11:50:35.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,estudio,199,si,,No,treatment_luzero_SMS,micro_empresa,t1,6,si,hombre,ciclo_diversificado,pulperia,tarde,porque hay mÕÔÕÅquinas que hacen que suba mÕÔÕÅs el consumo,2,lunes,marzo,verano,3,3,2,2,,,NA,,1,3,NA,,2,24,2,7,NA,,1,tres horas al mes,1,media hora al dÕÔ_a,,,NA,,NA,,NA,,,,20,15,15,10,NA,50,halogenas,48,casa comercial,viejo,me_interesa,desconectar todo sÕÔ_lo esencial se ocupa,turn_off,,,,,el Gobierno nos exprime,government,,,gasto_hogar,reducir_ambiente,independencia_energetica,home_expense,reduce_environment,energy_independence,NA,NA,NA,NA,NA,NA,NA,NA,300,4400,8,3000,NA,cocinar y vender frijoles,1000,15000,15000,15,dificil,caro,,,NA,no,NA,4500,2000,1000,500,ahorraria,para no malgastar en el futuro,NA,no,,,,NA,NA,no_me_sirve,"sÕÔ_lo para pagar lo veo, no es vÕÔÕÅlido eso que ponen",its_unreliable,,,,,,,para saber cuanto pago,pay,NA,no,,,persona_banco,60,relativamente_facil,,algo rÕÔÕÅpido y cerca,,,chiclero,81266451,telefono,83849485,,no,,4300,12.151056 -86.245388 82 16,12.151056,-86.245388,82,16,uuid:4f6fb458-9761-4e6a-a387-ddd0e62adf58,16684151,4f6fb458-9761-4e6a-a387-ddd0e62adf58,6/13/17 21:00,NA,NA,2.02E+11,3153,NA,mas o menos,30,poco,no pagaria,poco,no pagaria,mucho,600,mas o menos,10000,mas o menos,500,poco,3000,baseline
2017-06-13T14:59:08.000-06:00,2017-06-13T15:15:38.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,estudio,257,,si,treatment_SMS,treatment_SMS,casa,t0,4,si,mujer,universidad,,no_se,,6,domingo,diciembre,igual,12,5,4,8,1,24,NA,,3,6,1,5,1,24,2,8,1,3,1,media hora diario,1,dos horas a la semana,,,1,dos horas a la semana,NA,,1,3 horas a la semana,,,8,15,20,6,NA,50,incandescentes,36,en una casa comercial,led,me_interesa,se reduce el uso de aire acondicionado,less_ac,,,,,no me limita nada,nothing,,,reducir_ambiente,gasto_hogar,reducir_co2,reduce_environment,home_expense,reduce_co2,NA,NA,NA,NA,NA,NA,NA,NA,300,2700,4,NA,400,cocina,300,20000,14000,20,dificil,caro,,,NA,no,NA,3000,3000,1000,1500,ahorraria,para mi vejez,NA,si,cambie la lÕÔ_nea la pasÕÔë© a220 y estoy al tanto del consumo diario,check_consumption,fix_electrical_system,1,2,no_me_sirve,no se le entiende,isnt_clear,,,,,,,sÕÔ_lo para pagar,pay,NA,si,todo con mis hijos y para que ahorremos,try_to_save,persona_banco,30,relativamente_facil,,tengo carro,,,smart_phone,89095910,telefono,,si,si,http://classic.ona.io/api/v1/files/4581661?filename=niuera/attachments/14973883746151919431310-15_13_24.jpg,,12.121025 -86.272982 0 23.25,12.121025,-86.272982,0,23.25,uuid:d301337b-ed62-416c-b5dc-a3cc60a2f7d5,16684302,d301337b-ed62-416c-b5dc-a3cc60a2f7d5,6/13/17 21:17,NA,NA,2.02E+11,990,NA,poco,100,mas o menos,200,poco,no pagaria,poco,300,mas o menos,10500,poco,1500,poco,12000,baseline
2017-06-13T15:15:41.000-06:00,2017-06-13T15:55:07.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,282,si,,No,Control,casa,t0,5,si,mujer,universidad,,noche,los abanicos estÕÔÕÅn encendidos,10,lunes,diciembre,igual,4,4,5,7,1,24,NA,,1,3,1,se usa dos horas al mes,1,8,2,8,NA,,1,una hora en la semana,NA,,,,1,dos horas a la semana,1,media hora a la semana,1,una hora a la semana,1,media hora a la semana,13,20,30,20,NA,40,led,60,mercado,plasma,estoy_muy_interesado,"no encender mucho el tv, usar la lavadora una vez a la semana, la plancha una vez a la semana, la refrigeradora se desconecta en el dÕÔ_a",less_tv,less_washing_machine,less_ironing,,,quizÕÔÕÅ la voluntad de los demÕÔÕÅs de la casa,no_will,,,gasto_hogar,independencia_energetica,reducir_ambiente,home_expense,energy_independence,reduce_environment,NA,NA,NA,NA,NA,NA,NA,NA,163,1110,5,NA,141,cocinar,285,10000,9000,12,dificil,caro,,,NA,si,1000,3000,5000,500,1000,ahorraria,para alguna emergencia,NA,no,,,,NA,NA,util,,,,,comparar con la lectura anterior y se cuantos kwz son,make_comparisons,,,para medirme,control_consumption,NA,no,,,persona_banco,30,facil,me ahorro filas voy directo y ya,,,,smart_phone,76040164,whatsapp,86708377,si,si,http://classic.ona.io/api/v1/files/4581799?filename=niuera/attachments/14973907337091400820304-15_53_18.jpg,,12.120744 -86.272034 157 8,12.120744,-86.272034,157,8,uuid:87423b6c-c142-440b-b515-49854aec0fd0,16685260,87423b6c-c142-440b-b515-49854aec0fd0,6/13/17 22:19,NA,NA,2.02E+11,2366,NA,mucho,75,mucho,150,poco,10,mas o menos,180,mucho,8500,poco,400,mas o menos,2100,baseline
2017-06-13T16:19:19.000-06:00,2017-06-13T16:33:37.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,279,si,,No,Control,micro_empresa,t1,2,si,mujer,primaria,pulperia,tarde,en la tatde ocupo todos los aparatos,1,,,igual,4,4,1,3,,,NA,,1,2,NA,,2,5,1,dos horas a la semana,NA,,NA,,NA,,,,NA,,NA,,NA,,,,10,30,15,20,NA,50,halogenas,12,almacenes tropigas,viejo,no_me_interesa,apagar todo cuando estoy fuera,turn_off,,,,,"el consumo siempre sale elevado, es cara hagas lo que hagas",price_energy,,,gasto_hogar,reducir_ambiente,reducir_co2,home_expense,reduce_environment,reduce_co2,NA,NA,NA,NA,NA,NA,NA,NA,120,1800,3,NA,200,cocinar,270,10000,8500,11,muy_dificil,,me_gustaria_otros,,NA,no,NA,1500,3000,500,NA,gastaria,,NA,si,anoto los kwz por allÕÔÕÅ,writedown_consumption,,30,1,no_me_sirve,le sirve a ellos para mentir,its_unreliable,,,,,,,sÕÔ_lo para pagar,pay,NA,no,,,persona_empresa,30,facil,mando a mi nieto y es cerca,,,,chiclero,,,,,no,,1300,12.119874 -86.272695 0 50,12.119874,-86.272695,0,50,uuid:4e0db468-0a73-4b6e-9a57-acd814599727,16685333,4e0db468-0a73-4b6e-9a57-acd814599727,6/13/17 22:33,NA,NA,2.02E+11,858,NA,poco,50,poco,100,poco,no pagaria,poco,90,mas o menos,5000,mas o menos,300,mas o menos,4500,baseline
2017-06-13T16:33:38.000-06:00,2017-06-13T16:56:11.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,333,si,,No,Control,casa,t1,10,si,mujer,ciclo_diversificado,,noche,por los abanicos y porque estÕÔÕÅn todos,9,sabado,diciembre,verano,8,7,4,9,,,NA,,1,5,NA,,1,8,3,8,NA,,NA,,1,media hora diario,,,NA,,NA,,1,una hora diario,,,20,10,1,19,NA,60,halogenas,48,en casa comercial,plasma,me_interesa,"el abanico encenderlo algunas veces cuando no se aguanta el calor, conectar medio dÕÔ_a la computadora",less_fans,less_computer,,,,"la luz es cara, la gente no se preocupa la de la casa, mantenerme al margen de los cambios de tarifa",price_energy,amount_of_people,no_will,gasto_hogar,reducir_ambiente,reducir_co2,home_expense,reduce_environment,reduce_co2,NA,NA,NA,NA,NA,NA,NA,NA,120,2700,7,NA,200,cocinar,275,15000,16000,8,muy_dificil,,caro,,NA,no,NA,2000,NA,9000,700,ahorraria,para vivir bien en el futuro,NA,no,,,,NA,NA,no_me_sirve,es horrible lo que enseÕÔë±an,its_unreliable,,,,,,,para reclamos,claims,NA,no,,,persona_banco,120,complicado,,ponen mil trabas para pago,,,smart_phone,76148088,whatsapp,88640440,no,si,http://classic.ona.io/api/v1/files/4581827?filename=niuera/attachments/1497394087962762234732-16_48_24.jpg,,12.119596 -86.272744 0 24.106000900268555,12.119596,-86.272744,0,24.1060009,uuid:02ecf5f7-459f-4d3b-8e58-b3cbbefd5f4d,16685496,02ecf5f7-459f-4d3b-8e58-b3cbbefd5f4d,6/13/17 22:56,NA,NA,2.02E+11,1353,NA,poco,35,mucho,150,poco,15,mas o menos,no le interesa,mucho,6000,mucho,900,mas o menos,2500,baseline
2017-06-13T07:07:23.000-05:00,2017-06-13T16:15:24.000-05:00,6/13/17,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,control,325,si,,No,Control,casa,t0,11,si,mujer,ciclo_diversificado,,noche,Porque viene la gente de trabajar y se prenden los equipos,NA,domingo,diciembre,invierno,3,4,4,8,,,1,1,3,16,1,3,2,24,3,10,NA,,NA,,1,5 minutos a la semana,,,1,12 horas los domingos,NA,,1,2 veces a la semana por dos horas cada vez,1,DÕÔ_a por medio por dos horas,20,10,5,20,5,40,fluorescentes,48,En la curacao,viejo,estoy_muy_interesado,"Solo prendemos la luz de la sala, si se prende un TV no se prenden los otros, las luces de los cuartos solo se prende cuando nos vamos a acostar",less_lights,less_tv,,,,"No apoyan al mÕÔÕÅs pobre, solo le ayudan al mÕÔÕÅs rico",no_government_support,,,gasto_hogar,independencia_energetica,reducir_ambiente,home_expense,energy_independence,reduce_environment,NA,NA,NA,NA,NA,NA,NA,NA,150,970,50,100,500,Para cocinar,150,4000,3000,100,dificil,me_gustaria_otros,,,NA,no,NA,1400,4500,1500,NA,ahorraria,Para terminar de construir la casa,NA,no,,,,NA,NA,util,,,,,Ellos (disnorte) nos dan el gasto ahÕÔ_,see_consumption,,,Para ver si stamos ahorrando,save,NA,no,,,persona_empresa,60,facil,Por ahÕÔ_ trabaja mi mamÕÔÕÅ,,,,chiclero,88712637,telefono,,,si,http://classic.ona.io/api/v1/files/4581904?filename=niuera/attachments/14973884647651388798103-16_14_35.jpg,,,NA,NA,NA,NA,uuid:15ca7a10-4ad1-47af-98a7-f5886855776f,16685879,15ca7a10-4ad1-47af-98a7-f5886855776f,6/14/17 0:13,NA,NA,2.02E+11,32881,NA,mas o menos,30,mucho,900,mas o menos,100,mas o menos,400,mucho,9000,mas o menos,500,mucho,8000,baseline
2017-06-13T17:05:55.000-05:00,2017-06-13T17:56:45.000-05:00,6/13/17,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,1,,si,treatment_luzero_NO_SMS,treatment_luzero_NO_SMS,casa,t0,4,si,mujer,universidad,,manana,Por el televisor y la refri,10,domingo,diciembre,verano,7,7,3,4,1,10,NA,,2,10,1,No se ocupa,1,24,2,10,NA,,1,0.1,1,0.1,,,NA,6,NA,,1,1,1,1,30,10,20,10,NA,30,fluorescentes,6,Curacao,plasma,me_interesa,"Desconectar las refrigeradora,dÕÔ_as especÕÔ_ficos para lavar en la lavadora",turn_off_fridge,less_washing_machine,,,,No tener control sobre todas las personas que viven en la casa,amount_of_people,no_control,,reducir_ambiente,gasto_hogar,,reduce_environment,home_expense,,NA,NA,NA,NA,NA,NA,NA,NA,133,419,6,500,550,Cocinar,150,30000,30000,10,facil,,,,NA,no,NA,950,18000,10000,2000,ahorraria,Los estudios de mi hijo,NA,si,Lo apunto en un papel,writedown_consumption,,1,3,muy_util,,,,,,,"Leyendo recibido me di cuenta cuÕÔÕÅnto pagÕÔ_ por wpp, especÕÔ_fica cuando se tu fwhapara pagar",know_cost_kwh,Para pagar,pay,NA,si,CuÕÔÕÅnto salw' para ver a quien le saliÕÔ_ menos,compare_consumption,persona_banco,60,complicado,,,Por las filas del banco,,smart_phone,78383801,whatsapp,,si,si,http://classic.ona.io/api/v1/files/4581905?filename=niuera/attachments/1497394429288-1595028800-17_54_4.jpg,,12.122629 -86.273229 127.5999984741211 9,12.122629,-86.273229,127.5999985,9,uuid:1cb1c650-569e-4c12-bb50-866ec5b983b6,16685880,1cb1c650-569e-4c12-bb50-866ec5b983b6,6/14/17 0:13,NA,NA,2.02E+11,3050,NA,poco,50,mucho,2000,poco,no pagaria,mucho,1000,mucho,12000,poco,800,poco,no pagaria,baseline
2017-06-13T18:03:45.000-05:00,2017-06-13T18:28:06.000-05:00,6/13/17,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,control,5,si,,No,Control,casa,t0,5,si,mujer,universidad,,noche,Se encienden las luces,19,lunes,diciembre,verano,10,3,5,1,1,24,NA,,2,14,2,3,2,3,5,17,NA,,NA,,NA,,,,NA,,NA,,1,2,,,30,20,10,5,NA,35,fluorescentes,36,Centro comercial,viejo,no_me_interesa,Desconectar los aparatos,turn_off,,,,,No tengo barreras,nothing,,,gasto_hogar,,,home_expense,,,NA,NA,NA,NA,NA,NA,NA,NA,260,1800,6,4000,NA,Cocinar,300,15000,10000,20,dificil,caro,,,NA,no,NA,2000,5000,2000,300,gastaria,,NA,no,,,,NA,NA,no_me_sirve,No le entiendo,isnt_clear,,,,,,,Para pagar,pay,NA,si,Con mi familia para ver cuÕÔÕÅnto salio,talk_about_payment,persona_banco,120,facil,No me molestan hacerlo,,,,,22706610,telefono,,no,no,,285,12.123318 -86.273807 169.1999969482422 11,12.123318,-86.273807,169.1999969,11,uuid:a6586717-ebae-44c2-894a-26ebd4292fc4,16685881,a6586717-ebae-44c2-894a-26ebd4292fc4,6/14/17 0:13,NA,NA,2.02E+11,1461,NA,mas o menos,60,mucho,300,poco,40,mas o menos,150,mucho,10000,poco,600,mas o menos,3000,baseline
2017-06-13T17:06:51.000-06:00,2017-06-13T17:24:49.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,estudio,237,,si,treatment_PAPER,treatment_PAPER,casa,t0,5,si,mujer,ciclo_diversificado,,noche,en la noche estamos todos,7,sabado,diciembre,verano,10,5,5,12,1,9,1,15,3,5,1,3,1,24,3,9,NA,,1,15 minutos diario,1,dos horas a la semana,,,1,3 horas a la semana,NA,,1,3 horas a la semana,,,30,5,17,20,30,60,led,12,tienda comercial,led,me_interesa,"no entendemos mucho tiempo las luces, planchamos y lavamos de un sÕÔ_lo",less_ironing,less_washing_machine,,,,todos ponen de su parte entonces se ahorra,nothing,,,reducir_ambiente,reducir_co2,gasto_hogar,reduce_environment,reduce_co2,home_expense,NA,NA,NA,NA,NA,NA,NA,NA,150,1700,7,NA,400,cocinar,280,20000,20000,10,relativamente_facil,,,,NA,no,NA,4000,10000,2000,NA,ahorraria,para casos imprevisto,NA,no,,,,NA,NA,no_me_sirve,porque nadie los ve sÕÔ_lo pagan,isnt_interesting,,,,,,,no la utilizo,nothing,NA,si,"toda la informaciÕÔ_n con mis hijos, les digo cuanto es y ellos ayudan",talk_about_payment,internet,5,facil,con tarjeta es super rÕÔÕÅpido,,,,smart_phone,78805145,telefono,,no,no,,2000,12.11394 -86.277275 0 699.9990234375,12.11394,-86.277275,0,699.9990234,uuid:350d23de-9864-4606-b92e-551af97ac1c3,16686511,350d23de-9864-4606-b92e-551af97ac1c3,6/14/17 2:17,NA,NA,2.02E+11,1078,NA,mas o menos,60,poco,200,poco,no pagaria,poco,no pagaria,mas o menos,6000,mas o menos,300,poco,1050,baseline
2017-06-13T17:24:50.000-06:00,2017-06-13T17:45:42.000-06:00,6/13/17,enketo.ona.io:Oc95u07WcbeqBDiF,enketo.ona.io:Oc95u07WcbeqBDiF,control,335,si,,No,Control,micro_empresa,t0,4,si,hombre,universidad,pulperia,no_se,es lo mismo siempre,NA,domingo,diciembre,verano,8,10,2,4,,,NA,,2,10,NA,,1,24,1,20,NA,,NA,,1,si horas a la semana,,,NA,,NA,,1,una hora a la semana,,,1,12,30,20,NA,60,fluorescentes,72,en el mercado,viejo,no_me_interesa,lo ÕÔë_nico es no usar siempre los equipos,turn_off,,,,,es que en este paÕÔ_s de nada sirve medirse si igual roban,disnorte,,,gasto_hogar,reducir_co2,reducir_ambiente,home_expense,reduce_co2,reduce_environment,NA,NA,NA,NA,NA,NA,NA,NA,180,1500,6,NA,500,sÕÔ_lo cocinar,300,15000,15000,15,dificil,caro,,,NA,no,NA,2000,1500,NA,2000,ahorraria,para invertirlo en el futuro,NA,no,,,,NA,NA,no_me_sirve,sÕÔ_lo se ve la cifra y nada mÕÔÕÅs,see_payment,,,,,,,para dar el pago,pay,NA,no,,,persona_empresa,120,complicado,,,,vivo muy ocupado,smart_phone,81082022,telefono,,,no,,1500,12.118525 -86.273468 0 100,12.118525,-86.273468,0,100,uuid:22ff4bb3-376c-4211-ab51-c87c7494d84a,16686512,22ff4bb3-376c-4211-ab51-c87c7494d84a,6/14/17 2:17,NA,NA,2.02E+11,1252,NA,mucho,70,mucho,450,mas o menos,no pagaria,mucho,300,mas o menos,18000,mas o menos,1000,mucho,16000,baseline
2017-06-13T15:02:06.000-06:00,2017-06-13T15:49:24.000-06:00,6/13/17,enketo.ona.io:Utyokm5b6H56Zg9b,enketo.ona.io:Utyokm5b6H56Zg9b,control,11,si,,No,Control,casa,tjubilados,7,si,hombre,universidad,,manana,Por quÕÔë© se Plancha la ropa que se llevan al trabajo,NA,sabado,mayo,verano,7,5,6,2,1,2,NA,,2,5,1,2,1,7,3,8,NA,,NA,,1,0.02,Maquina cocer,5,1,2,NA,,1,1,,,30,20,20,10,NA,20,fluorescentes,108,Gallo mÕÔÕÅs gallo,lcd,no_me_interesa,"Apagar el panel, apagar las luces",turn_off,less_lights,,,,No tengo,nothing,,,gasto_hogar,gasto_hogar,,home_expense,,,NA,NA,NA,NA,NA,NA,NA,NA,138,200,6,3000,185,Cocinar,300,20000,12000,20,relativamente_facil,,,,NA,no,NA,500,8000,8000,300,ahorraria,Ocopurlos para el dÕÔ_a que muere,NA,si,SupervisÕÔ_ el consumo en el medidor,check_meter,,NA,NA,util,,,,,Porque ahÕÔ_ viene un diagrama de barra y podes hacer comparaciones,make_comparisons,,,Para reclamar,claims,NA,no,,,persona_banco,30,facil,No me dilatÕÔ_ mucho,,,,smart_phone,85437410,telefono,,no,si,http://classic.ona.io/api/v1/files/4587525?filename=niuera/attachments/image-15_49_15.jpg,,12.121907 -86.272701 128.82696533203125 8993.618675341628,12.121907,-86.272701,128.8269653,8993.618675,uuid:0d705448-60fe-4649-95b6-d9d242a83a11,16708506,0d705448-60fe-4649-95b6-d9d242a83a11,6/14/17 15:29,NA,NA,2.02E+11,2838,NA,mucho,50,mucho,250,poco,50,poco,20,poco,no me interesa,mas o menos,400,mucho,1800,baseline
2017-06-14T09:28:31.000-06:00,2017-06-14T09:47:32.000-06:00,6/14/17,enketo.ona.io:Utyokm5b6H56Zg9b,enketo.ona.io:Utyokm5b6H56Zg9b,control,31,si,,No,Control,casa,t0,4,si,mujer,ciclo_diversificado,,noche,Porque se encienden las luces,21,domingo,diciembre,igual,4,2,2,1,,,1,0.5,1,8,NA,,1,9,2,8,NA,,NA,,NA,,,,NA,,NA,,NA,1,1,,30,20,20,5,10,15,fluorescentes,8,Mercado,viejo,me_interesa,"No encender las luces en el dÕÔ_a, desconectar los abanicos aunque estÕÔë©n apagados",less_lights,,,,,No he tenido barreras,nothing,,,gasto_hogar,gasto_hogar,,home_expense,,,NA,NA,NA,NA,NA,NA,NA,NA,94,180,6,800,200,Cocinar,120,8000,3000,10,facil,,,,NA,si,500,400,1500,NA,200,ahorraria,Poner mi negocio,NA,no,,,,NA,NA,util,,,,,Haci ya sabemos cuÕÔÕÅnto vamos consumiendo,see_consumption,,,Para pagar,pay,NA,no,,,persona_empresa,30,facil,Porque no me dilatÕÔ_ mucho,,,,chiclero,88970071,telefono,,,no,,94,12.133139 -86.254217 101.87677001953125 1414,12.133139,-86.254217,101.87677,1414,uuid:4912e3fa-c1c0-4c9a-bbff-a660cc9ae185,16709777,4912e3fa-c1c0-4c9a-bbff-a660cc9ae185,6/14/17 15:47,NA,NA,2.02E+11,1141,NA,mas o menos,20,poco,30,poco,10,poco,no pagaria,poco,3000,mas o menos,250,mas o menos,900,baseline
